country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,openfda,recalling_firm,recall_number,initial_firm_notification,product_type,event_id,more_code_info,recall_initiation_date,postal_code,voluntary_mandated,status,severity_score
United States,Tillamook,4185 Highway 101 N,"Chocolaty Chip Cookie Dough ice cream (item #67016), packaged in 1.75 qt. containers, is recalled because product contains trace amounts of undeclared color additives Amaranth and Yellow No. 6 in the chocolate freckles and chocolate fudge pieces ingredients.",,"5,362 cases (6/1.75 qt. containers per case)",-BEST IF USED BY AUG 18 2019  -BEST IF USED BY SEP 25 2019  06-26 8268 HH:MM  -BEST IF USED BY OCT 08 2019  06-26 8281 HH:MM  -BEST IF USED BY OCT 24 2019  06-26 8297 HH:MM,20181206,"distributed in AZ, CA, CO, GA, ID, MN, NV, OR, TX, UT, and WA.",OR,"Chocolaty Chip Cookie Dough ice cream (item #67016), packaged in 1.75 qt. container. UPC 0 72830 07016 4.    The label is read in parts: ""***Tillamook ***ICE CREAM *** CHOCOLATY CHIP COOKIE DOUGH *** CONTAINS: MILK, WHEAT, SOY, TREE NUTS (COCONUT), EGG.  IT IS MADE WITH EQUIPMENT THAT ALSO MAKES PRODUCTS CONTAINING PEANUTS.***""",20181212,Class II,{},TILLAMOOK COUNTY CREAMERY ASSOC,F-0693-2019,E-Mail,Food,81601,20190417.0,20181116,97141-7770,Voluntary: Firm initiated,Terminated,3
Canada,Oxford Station,4881 Main St,Product may contain undeclared milk.,,"36,983 cases (total for all products)",Jan 11/17 to Jun 6/17 YYMMDD 170111 to 170606,20170706,"RI, ME, NY, CT, PA, VA, NJ, MA, NC, WI, NH",Nova Scotia,"1/2"" Thick Cut Beer Battered Onion Rings: ALE HOUSE BEER BATTERED STEAK CUT ONION RINGS NET WT. 10 lb (4.45 kg) - 33074",20170712,Class II,{},Oxford Frozen Foods Plant 1,F-2444-2017,Letter,Food,77483,20191028.0,20170607,,Voluntary: Firm initiated,Terminated,3
United States,Boston,18 Bunker Hill Industrial Park,Products contain recalled Gill's Onions due to Listeria monocytogenes,,35 cases,"Use By: 7/19/12,  7/20/12, 7/21/12, 7/22/12, 7/24/12, 7/25/12",20120827,"MA, ME, RI, NH, CT, VTM, NY AND Nj",MA,"Small Soup Vegetable Mix:-(Item #CC4)  Spanish Onions {1/4"" dice), Carrots, Celery  Medium Soup Mix Vegetables (Item #CC5)  Spanish Onions (1/2"" dice), Carrots. Celery  5 lb poly bags  Packed by: Fresh Ideas Co., 18 Bunker Hill Industrial Park, Boston, MA 02129  Item # 00254",20120905,Class I,{},Fresh Ideas Inc.,F-2069-2012,E-Mail,Food,62758,20130307.0,20120726,02129-1621,Voluntary: Firm initiated,Terminated,5
United States,Sioux City,2600 N US Highway 75,Product contains an ingredient that was recalled by a supplier because it may be contaminated with Salmonella,,"A) 3,675/16/9 OZ/clamshells/cases, B) 1,141/18/10 OZ/bags/cases, C) 7,538/24/8 OZ/boxes/cases D) 1/12/9 OZ/boxes/cases E) 1,021 cases","Exp 7/12/2017, 7/13/2017, 7/14/2017, 7/17/2017, 7/18/2017, 7/19/2017, 7/20/2017, 7/21/2017, 7/24/2017, 7/27/2017, 7/28/2017, 8/1/2017, 8/2/2017, 8/3/2017, 8/4/2017, 8/7/2017, 8/9/2017, 8/10/2017, 8/18/2017, 8/19/2017, 8/21/2017, 8/29/2017",20170217,"Product distributed to grocery stores and grocery store distribution centers in AL, AR, AZ, CA, FL, GA, IA, IL, IN, KS, KY, LA, ME, MI, MN, MO, MS, NC, NE, NM, NV, NY, OH, OK, PA, SC, SD, TN, TX, UT, VA, WA, WI, and WY",IA,"Palmer's Candies Peppermint Bark A) NET WT 9 OZ (255 g) packaged in plastic clamshell containers, UPC Code 77232-17270; B) NET WT 10 OZ (283 g) packaged in paper bags, UPC 77232-23091; C) NET WT 8 OZ (226 g) packaged in paper boxes UPC 77232-12146; C) NET WT 9 OZ (255 g) packaged in plastic clamshell containers UPC 77232-16309; D) NET WT 9 OZ (255 g) packaged in paper boxes UPC 77232-16042; E) 10 lbs. Net Weight (4.54 kg) packaged in cardboard boxes UPC 77232-10770",20170301,Class I,{},"Palmer and Company, dba Palmer Candy Co",F-1502-2017,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,76154,20190507.0,20170109,51105-2444,Voluntary: Firm initiated,Terminated,5
United States,Grand Rapids,463 44th St SE,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20th to September 10th 2012 due to the possible contamination. All lots with sell by dates on or before",,494,All with sell by dates on or before 15-Sep with UPC 0-11213-90412,20121018,MI and OH only.,MI,#024 Diced Pepper & Onions	9 ounces,20121024,Class II,{},Spartan Central Kitchen,F-0278-2013,E-Mail,Food,63159,20130219.0,20120910,49548-4327,Voluntary: Firm initiated,Terminated,3
United States,Chicago,2501 N Keeler Ave,Product may contain undeclared milk.,,"2,600 lbs",Product #B2ADU3; Lot #WN040217D,20170817,"Nationwide, Mexico, Canada",IL,"B2ADU3,  BATTER MX X1*,  NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",20170726,Class II,{},Newly Weds Foods Inc,F-3175-2017,Letter,Food,77194,20190805.0,20170503,60639-2131,Voluntary: Firm initiated,Terminated,3
United States,Santa Fe Springs,13409 Orden Dr,"Some chocolate products imported from Japan do not have the English label for Nutrition facts, ingredients or allergens, which include milk, soy, egg, tree nuts.",,142 cases  (10 individual items in inner carton) x 8 / master case,Bars with Japanese Bar code of JAN(4902777004532),20190612,"AZ, CA, CO, NV, TX, UT and one customer in Mexico",CA,"CHOCOLATE ALMOND CHOCOLATE MEIJI, 3.1 oz.  Item number 64344    UPC 074410643447 - only on those bars with English labeling.    Distributed by Wismettac Asian Foods, Inc.",20190619,Class II,{},"Wismettac Asian Foods, INC",F-1451-2019,Letter,Food,82925,20190705.0,20190516,90670-6336,Voluntary: Firm initiated,Terminated,3
United States,Olympia,1320 San Francisco Ave Ne,"The firm used pan release spray, which contains soy lecithin, on equipment and finished products labels do not declare soy lecithin.",,14 bagels,"Production dates July 6-7, 2020.  No code or expiration date noted on the packages.  Firm color codes tie closures representing the days of the week.",20200826,distributed in WA only.,WA,"Poppy Seed Bagel, San Francisco Street Bakery brand, keep at ambient temperature.  Packaged in flex poly bags for bulk or various quantities specific to customer order. No UPC.    The bagel bulk product label read: POPPY SEED BAGEL: Bread Flour (Unbleached Wheat Flour, Vitamin C, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Poppy Seed, Water, Salt Yeast, Brown Sugar.",20200819,Class II,{},San Francisco Street Bakery Inc.,F-1325-2020,Telephone,Food,86112,20200827.0,20200723,98506-4138,Voluntary: Firm initiated,Terminated,3
United States,Sisters,295 W Lundgren Mill Dr,The product  is incorrectly labeled with 14 mg of Iron and 78% DV when the actual amount is 14 mcg of Iron and 0% DV.,,"estimated 24,862 pouches","Lot numbers: 2401192904.  B000975-3.5-0711.  B000975-3.5-0712.  B001010-3.5-0208.   B001010-3.5-0211.   B001010-3.5-0212.   B000979-2L-0927.  B000979-2L-0928 .    Best By dates are 10/2020, 12/2020, and 06/2021.",20190612,distributed nationwide and in Canada.,OR,"Performance Mushrooms product is dried mushroom blend of 4 different mushroom mycelial biomass powders cultured on certified organic oats, brand Laird Superfood, uses as Beverage Booster and Functional Fuel Supplement.    Product is packaged in 3.17 oz (90 gram) stand up with zipper, heat-sealed pouches. There are 6 pouches per case or 24 pouches cases.",20190619,Class III,{},LAIRD SUPERFOOD INC,F-1456-2019,Letter,Food,82954,20191023.0,20190524,97759,Voluntary: Firm initiated,Terminated,1
United States,Dayton,3 Chris Ct Ste J,Product contains undeclared sulfites.,,5cases of 1 lb  pk;,no code on bag,20151223,"NY, PA",NJ,"Basma 3 Chris Court Dayton, New Jersey 08810  Tel.:7323559600 Fax: 7323559644  16 oz package    This golden raisin product is labeled in a foreign language.",20151230,Class I,{},UNITED TRADING CENTER INC,F-0285-2016,Telephone,Food,72268,20160428.0,20150915,08810-1648,Voluntary: Firm initiated,Terminated,5
United States,Oreland,1446 Ulmer Ave,"Crescent vending sandwiches failed to declare allergen ingredients: wheat, soy (oil) and milk.",,7 sandwiches,No codes associated with this product.,20161219,Distributed in the state of Pennslyvania.,PA,"Turkey, Bacon and Swiss on Macaroni Salad wrapped in clear film, 8 oz.   Undeclared allergens - Wheat, Soy (oil, flour), Milk, Egg",20161228,Class II,{},Crescent Vending Co. Inc.,F-0795-2017,Press Release,Food,75607,20170818.0,20161104,19075-1712,Voluntary: Firm initiated,Terminated,3
United States,Woburn,317 New Boston St,Box labeled Thiamine Hydrochloride instead of Thiamine Mononitrate,,1431 boxes,"Safecor Health Lot # A15012, A15021, 16A004, 16A015 and 16A035",20161206,Nationwide,MA,"Safecor Vitamin B-1 (THIAMINE) 100 mg tablets  NDC: 48433-0108-01  Distributed by: SAFECOR HEALTH, 317 NEW BOSTON STREET, WOBURN, MA",20161214,Class III,{},"Safecor Health, LLC",F-0606-2017,Letter,Food,75196,20170801.0,20160912,01801-6231,Voluntary: Firm initiated,Terminated,1
United States,Massillon,100 Lincoln Way E,Milk allergen was not declared on the labeling of the product.,,2273 Cases with 11 bags (9.5 oz) per case,UPC: 719283594365    Lot Code 04110831 Sell By 07/16/18  Lot Code 04210831 Sell By 07/16/18  Lot Code 04311632 Sell By 07/16/18  Lot Code 04111732 Sell By 07/16/18  Lot Code 04312430 Sell By 07/23/18  Lot Code 04213135 Sell By 07/30/18  Lot Code 04114434 Sell By 08/13/18,20180608,"Products were distributed in Michigan only to their distributor. However, products were eventually distributed to OH, MI, IN, IL, KY and WI.",OH,Meijer DILL PICKLE FLAVORED CLASSIC CRUNCH POTATO CHIPS***UPC 719283594365***LOT CODE***,20180620,Class I,{},"Shearers Foods, Llc",F-1541-2018,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,80191,20190214.0,20180529,44646-6634,Voluntary: Firm initiated,Terminated,5
United States,City Of Industry,13260 Temple Ave,Health One Pharmaceuticals is recalling dietary supplements due to significant violations of the cGMP regulations for dietary supplements.,,1366 units,2367,20150330,"Nationwide in US: CA, TN, WA, ID,     and worldwide:  Hong Kong, Vietnam, China, Singapore",CA,"Bone Rebuilder, 120 tablets",20150408,Class II,{},Health One Pharmaceuticals Inc,F-1702-2015,Letter,Food,70344,20150331.0,20150204,91746-1511,Voluntary: Firm initiated,Terminated,3
United States,Petaluma,105 H Street,Firm received a positive environmental for Listeria Monocytogenes from their internal testing samples.,,"562.74 pounds original recall, 101.1 pounds of Pondhopper and  31.41 pounds of Big Woods Blue","All product cut and wrapped on July 24 and 25, 2012.",20121204,"Part One:  CA, VA, VT, WI, OR, UT and Italy, Spain, Switzerland, France, Holland, Greece.  Part Two:  Dates of Distribution: 6/2512 - 7/27/12  Pattern: CA, NC, FL",CA,"Tomales Bay Foods brand Artisan Cheese in PARTIAL WHEELS of Cheese,   from cheese makers in US (VA, VT, Ca, WI, OR, WA and UT) and Ireland, Italy, Switzerland, France, Holland and Greece.  Varieties include Appalachian, Coolea, Cabot clothbound Cheddar, Big Rock Blue, Goat Gouda, Holey Cow, Big Woods Blue, Fiore Sardo,, Valdeon, Pecorino Romano, Sottocenere, Capriago, Capricious, Cave Aged Gruyere, Cave Aged Marisa, Fenacho, Pondhopper, Comte, L'Amuse Signature Gouda, Dante Waxed Rind, Dry Jack Special Reserve, Mezzo Secco,  Extra Mature Bandage Cheddar,  San Joaquin Gold, Flagship Reserve Truckle, Fontina Vallet Pietro, Grana Padano, Parmigiano Reggiano Organic,  Taleggio Organic,  Comte Reserve Ete, Loma Alta,  Mt. Viko Barrel Aged Feta,  Pepato, San Andreas Bellwether Farms, Reading, Tarentaise, Seahive, St. George, Toma and Wagon Wheel.  Cheese is cut per order and wrapped in cheese paper and marked with a magic marker indicating the type of cheese, poundage and pack date as well as a Tomales Bay Foods label. There are no code numbers or expiration dates marked on the product.",20121212,Class II,{},"Tomales Bay Foods, Inc.",F-1985-2012,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,62710,20121206.0,20120728,94952-5125,Voluntary: Firm initiated,Terminated,3
United States,Tucson,1045 S Highland Ave,"Blessing Seafood, Inc. is voluntarily recalling one lot of Blessing Inc. Wild White EZ Peel Shrimp due to undeclared sulfites.",,"36,920 lbs","Lot # 13047-1, 13048-1, and 13048-3",20130613,"The 16-20 EZ Peel Shrimp was distributed by Perishable Distributors of Iowa (PDI) and sold from February 12 to May 23, 2013 at the seafood display counters in the retail markets seafood section of Hy-Vee stores located in eight states: Iowa, Nebraska, Kansas, Illinois, Missouri, South Dakota, Minnesota, and Wisconsin, and at Cedar Valley Fish Market in Waterloo, Iowa.",AZ,"Blessing Brand Wild White EZ Peel Shrimp, 16/20 CT.    4 x 5 lbs cartons. The product is bagged in 5 lbs clear plastic bags, the only label iss on the master carton.  The product is sold in a seafood retail case.    Product labeled as:""WILD WHITE EZ PEEL SHRIMP 16/20 CT WILD CAUGHT PRODUCT OF USA CHEM FREE INGREDIENTS: Shrimp, Salt***PACKED BY: BLESSINGS, INC.***.",20130619,Class I,{},"Blessing Seafood, Inc.",F-1528-2013,E-Mail,Food,65291,20130730.0,20130524,85719-6728,Voluntary: Firm initiated,Terminated,5
United States,Cincinnati,1014 Vine St,Possible Hepatitis A contamination.,,"192 cases (1,920-pounds)",BEST BY: 06-19-20; UPC: 0001111087808,20190820,"Product was sent to nine distributors in the states of Indiana, Oregon, Washington, Arizona, Colorado, California and Utah.  (The distribution center in Indiana further distributed the product to eight Kroger distribution centers.)  Product was then distributed to 2301 retail locations in the states of Alabama, Alaska, Arizona, Arkansas, California, Colorado, Georgia, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Michigan, Mississippi, Missouri, Montana, Nebraska, Nevada, New Mexico, Ohio, Oregon, South Carolina, Tennessee, Texas, Utah, Virginia, Washington, West Virginia, and Wyoming",OH,"PRIVATE SELECTION FROZEN TRIPLE BERRY MEDLEY, 16 oz",20190828,Class I,{},The Kroger Co,F-2075-2019,Other,Food,83083,20190920.0,20190607,45202-1141,Voluntary: Firm initiated,Terminated,5
United States,Warren,26661 Bunert Rd,"Contamination with Listeria monocytogenes, an organism which can cause serious and sometimes fatal infections in young children, frail or elderly people, and others with weakened immune systems. Although healthy individuals may suffer only short-term symptoms such as high fever, severe headache, stiffness, nausea, abdominal pain and diarrhea, Listeria infection can cause miscarriages and stillbirt",,203 cases,"Lot Numbers: 09201304, 20201305  Best By Dates: 4/9/2014, 05/20/2014",20130711,"Ohio, Michigan, West Virginia, Kentucky, Tennessee, Pennsylvania, Wisconsin, Illinois, and Indiana.",MI,"Item Number: 366568  Item Description: TUB LG MIX DIET DELIGHT  Case Pack: 12  Package Size: 14 OZ 2-Piece Clear Plastic Tub (No Label on Top, Nutritional Label on Bottom)  UPC Number: 094776081769",20130717,Class I,{},"Lipari Foods, Inc.",F-1695-2013,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,65392,20131017.0,20130604,48089-3650,Voluntary: Firm initiated,Terminated,5
United States,Spokane Valley,9608 E Montgomery Ave Ste 5,The recalling firm was notified that raw materials used in producing the ice cream products have the potential to be contaminated with Listeria monocytogenes,,Approx 38.75 gallons,"All codes manufactured from January 1, 2014 - December 15, 2014. (""MMDD"" and ""XXXX""-Snoqualmie Gourmet Ice Cream Code)",20150211,Washington and Idaho ice cream scoop shops and restaurants.,WA,"Orange Ginger ice cream; Bulk product is labeled with flavor name and date code, which is affixed to the plastic container (1, 1.5 and 3 gallon).",20150218,Class I,{},Numbskull LLC,F-1124-2015,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,70150,20150223.0,20141223,99206-4162,Voluntary: Firm initiated,Terminated,5
United States,Massillon,100 Lincoln Way E,Undeclared allergens: milk (whey) and soy.,,280 cases (4200 bags),"Lot #: OCT 31 2016, Expiration Date: 10/31/16",20161207,The product was distributed to the following states: MI.,OH,"Meijer brand No Salt Added Original Kettle Cooked Potato Chips, 8.5oz bag.  15 bags per case.",20161214,Class I,{},"Shearers Foods, Llc",F-0617-2017,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,75140,20170822.0,20160908,44646-6673,Voluntary: Firm initiated,Terminated,5
United States,Aurora,291 Aspen Lane,"On the back label of the individual cookie, the milk allergen was not declared in the allergen statement, however, butter was listed as an ingredient.",,"21 cases (2,520 cookies)","Lot Code: 13217, 13220, 13235",20131203,"US: IL, WI",IL,"Key Lime Sugar Cookie, 3-oz (85g), individually wrapped in plastic and labeled in part: Manufactured for Simply D'lish, LLC.; Aurora, IL 60504; www.simplydlish.biz",20131211,Class II,{},"Simply D'Lish, LLC",F-0697-2014,Telephone,Food,66734,20160411.0,20131029,60504,Voluntary: Firm initiated,Terminated,3
United States,Milwaukee,726 S 12th St.,"Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",,"919,616.31 total pounds, for all products","0 11596 52014 8, 11/15/2013 - 11/30/2013;",20131218,"IL, IN, MI, MN, MO, OH, PA, WI.",WI,"Garden-Fresh,	Sweet & Sour Cucumber,	2/5 lb.,		 0 11596 52014 8,	11/15/2013 - 11/30/2013;",20131225,Class I,{},"Garden-Fresh Foods, Inc.",F-1067-2014,Press Release,Food,66819,20151029.0,20131107,53204-1211,Voluntary: Firm initiated,Terminated,5
United States,Chambersburg,1501 Orchard Dr,A plastic foreign object was inadvertently introduced into the product stream. The firm is recalling product as not all plastic has been accounted.,,"24, 4  1 gal/cs.",Code: B12917 ;  lot date 11/29/2017,20180119,Nationwide,PA,"Sysco Imperial Glazed Hot Bacon Dressing; Net Contents 1 GAL; Distributed by Sysco Corporation, Houston, Texas  77077; Code: B12917",20180124,Class II,{},"Ventura Foods, LLC",F-0593-2018,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,78713,20180628.0,20171207,17201-4812,Voluntary: Firm initiated,Terminated,3
United States,Chesterfield,16690 Swingley Ridge Rd,Undeclared milk in wraps.,,101 shelf packages,7/2/17 and earlier.,20170727,Product was distributed to the firm's retail grocery stores in eastern Missouri and western Missouri.,MO,"Dierbergs Kitchen, Santa Fe Grilled Chicken Wrap, NET WT. 11 oz, UPC 0 231789 804996",20170802,Class I,{},"Dierbergs Markets, Inc Corporate Office",F-2951-2017,Press Release,Food,77665,20170809.0,20170628,63017-0758,Voluntary: Firm initiated,Terminated,5
United States,Grand Prairie,920 Avenue R Ste 100,Potential to be contaminated with Listeria monocytogenes,,36983 cases (total),Best Before 10/02-11/2020;   Lot# URE0103  Lot# URE0103  Lot# URS0103,20201105,"AR, IL, IN, KS, KY, LA, MO, OK, and TX.",TX,Seasonal Trio  32oz UPC 681131180696 packaged in clear plastic container,20201021,Class I,{},Country Fresh Inc.,F-0082-2021,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,86538,20201216.0,20201001,75050-1528,Voluntary: Firm initiated,Terminated,5
United States,Chicago,2501 N Keeler Ave,Product may contain undeclared milk.,,"27,500 lbs",Product #B52432; Lot #WN013017D;  WN013117D;  WN031817D,20170817,"Nationwide, Mexico, Canada",IL,"B52432, BREADER X3@, NET WT 50 LBS, Manufactured By: Newly Weds Foods, Inc., Chicago, IL 60639",20170726,Class II,{},Newly Weds Foods Inc,F-3241-2017,Letter,Food,77194,20190805.0,20170503,60639-2131,Voluntary: Firm initiated,Terminated,3
United States,Portsmouth,1 Highliner Ave,Product may contain undeclared milk.,,"693,408 cases (total for all products",Lot Number: 0027051210; 0027072110; 0027023210; 0027072210; 0027023110; 0027051110,20170815,Nationwide,NH,"HFS 1/10.35 lb Whole Grain Oven Ready Potato Breaded Pollock Wedges 3.6 oz,, Item Number: 53374",20170823,Class II,{},High Liner Foods Inc.,F-2733-2017,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,77489,20171214.0,20170609,03801-4146,Voluntary: Firm initiated,Terminated,3
United States,Houston,3100 Canal St,Product has potential to be contaminated with Listeria monocytogenes,,24 cases,Use By: 07/25/19 thru 9/18/19,20190916,Nationwide throughout the US,TX,PitaPal Mezza Sundried Tomato Hummus  11 oz. UPC 851351007336 packaged in Plastic tub with clear lid with green rim.,20190925,Class I,{},Pita Pal Foods LP,F-2192-2019,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,83343,20200413.0,20190715,77003-1602,Voluntary: Firm initiated,Terminated,5
United States,Wallkill,25 Myers Rd,Product may be contaminated with Listeria monocytogenes.,,"Approximately 3,800lbs Total",Lot Codes:  7424  Expiration date: 12/11/19,20200131,"NY, CT, NJ, MN, NC, FL, VA, MA, IL, PA, and Washington D.C.",NY,Daniel Boulud brand Baja flavored (8oz) smoked salmon products manufactured on 11/19/19 by Catsmo Acquisition LLC packaged in vacuum pouches.,20200212,Class I,{},CATSMO LLC,F-0581-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,84461,20200325.0,20191210,12589-3516,Voluntary: Firm initiated,Terminated,5
United States,Beloit,3400 Millington RD,Kerry has decided to voluntarily recall its lactic acid containing products because they are contaminated with  metal fragments.,"Beloit, WI 53511 USA",400 BG,0416205401,20120618,"AZ, CA, MN, NV, NC, OR, IL, IN, MO, NE, OH, PA, TN, TX, WI.    CANADA, CHILE",WI,"KERRY, MELOBLEND 737, CODE:QO-05358, CONTAINS MILK,  Item # I7126.465,  Net Wt 50 Lb (22.68Kg)",20120627,Class II,{},Kerry Foods,F-1532-2012,E-Mail,Food,62019,20130131.0,20120601,53511-9554,Voluntary: Firm Initiated,Terminated,3
United States,Milwaukee,726 S 12th St.,"Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",,"919,616.31 total pounds, for all products","0 11596 51080 4, 11/22/2013 - 12/10/2013;  0 11596 14061 2, 0 11596 24061 9, 11/25/2013 - 12/10/2013;",20131218,"IL, IN, MI, MN, MO, OH, PA, WI.",WI,"Grandpa's	,Red Skin Potato Salad,	2/5 lb.,		0 11596 51080 4,	11/22/2013 - 12/10/2013;  Grandpa's,	Red Skin Potato Salad,	12/16 oz,.	0 11596 14061 2,	0 11596 24061 9,	11/25/2013 - 12/10/2013;",20131225,Class I,{},"Garden-Fresh Foods, Inc.",F-1099-2014,Press Release,Food,66819,20151029.0,20131107,53204-1211,Voluntary: Firm initiated,Terminated,5
United States,Miami,7345 SW 45th St,"Pursuant to a consent decree that prohibits the company and its owners for marketing dietary supplements until they, among other things, recall and destroy the dietary supplements that have been manufactured or distributed since April 2, 2014, hire a cGMP expert and receive written permission from FDA to resume operations.",,"19,455,300","As persuant to the Consent Decree, the firm agreed to ""recall and destroy, under FDA's supervision, in accordance with the procedures provided in paragraph 6, ALL dietary supplements that were manufactured, prepared, processed, packed, labeled, held and/or distributed between April 2, 2014 and the date of entry of this Decree.""  The Decree was entered on September 25, 2015.    Known lots and expiration dates: Lot # 020514 Exp. Date 05/17, Lot # 030514 Exp. Date 05/17, Lot # 040514 Exp. Date 05/17, Lot # 140514 Exp. Date 06/17, Lot # 150514 Exp. Date 06/17, Lot # 440514 Exp. Date 05/17, Lot # 500514 Exp. Date 05/17, Lot # 510514 Exp. Date 05/17, Lot # 520514 Exp. Date 05/17, Lot # 530514 Exp. Date 05/17, Lot # 540514 Exp. Date 06/17, Lot # 550514 Exp. Date 06/17,  Lot # 560514 Exp. Date 06/17, Lot # 570514 Exp. Date 06/17, Lot # 580514 Exp. Date 06/17, Lot # 590514 Exp. Date 06/17, Lot # 600514 Exp. Date 06/17, Lot # 600514 Exp. Date 06/17, Lot # 610514 Exp. Date 06/17, Lot # 620514 Exp. Date 07/17, Lot # 020714 Exp. Date 07/17, Lot # 240714 Exp. Date 07/17,Lot # 250714 Exp. Date 07/17, Lot # 260714 Exp. Date 07/17, Lot # 270714 Exp. Date 07/17, Lot # 280714 Exp. Date 07/17, Lot # 290714 Exp. Date 07/17, Lot # 300714 Exp. Date 07/17, Lot # 310714 Exp. Date 08/17, Lot # 320714 Exp. Date 08/17, Lot # 330714 Exp. Date 08/17, Lot # 340714 Exp. Date 08/17, Lot # 350714 Exp. Date 08/17, Lot # 380714 Exp. Date 09/17, Lot # 390714 Exp. Date 09/17, Lot # 400714 Exp. Date 09/17, Lot # 410714 Exp. Date 10/17, Lot # 280814 Exp. Date 10/17, Lot # 290814 Exp. Date 10/17, Lot # 300814 Exp. Date 10/17, Lot # 310814 Exp. Date 10/17, Lot # 320814 Exp. Date 10/17, Lot # 230914 Exp. Date 09/17, Lot # 270914 Exp. Date 10/17, Lot # 081014 Exp. Date 11/17, Lot # 091014 Exp. Date 11/17, Lot # 020615 Exp. Date 07/18, Lot # 040615 Exp. Date 07/18, Lot # 170615 Exp. Date 07/18, Lot # 180615 Exp. Date 08/18, Lot # 390615 Exp. Date 08/18, Lot # 480615 Exp. Date 08/18, Lot # 160715 Exp. Date 07/18",20161228,"Products distributed to Florida, Nevada and the Dominican Republic",FL,"Colon Therapy, bulk capsules",20170104,Class II,{},Sunset Natural Products Inc.,F-0978-2017,Letter,Food,74054,20170410.0,20151013,33155-4509,FDA Mandated,Terminated,3
United States,Woodbine,410 Walker St,Natural Creations announces allergy alert and voluntary recall of New Zealand Colostrum dietary supplement due to unidentified allergen inclusion (milk).,,399 bottles,"Lot numbers: 1112301 (exp. 1/15) and 3102914 (exp.  2/17), all products with all expiration dates.",20150609,"Distributed to 29 retailers nationwide.  No foreign, government/military/VA accounts.",IA,"250cc White Plastic Container containing 120 capsules, labeled Natural Creations New Zealand Colostrum, Colostrum Supplement, MFG. FOR: Natural Creations, Woodbine, IA 51579, 712-647-1600",20150617,Class II,{},Natural Creations Inc,F-2418-2015,Telephone,Food,71245,20151203.0,20150508,51579-1241,Voluntary: Firm initiated,Terminated,3
United States,Garden City,32816 Manor Park,Product tested positive for Salmonella.,,1800 of the 1lb units; 450 of the 2lb units; and 100 of the 10kg units,"Lot 1, DATE OF EXPIRATION 07-01-2022, numbers in firm systems are KH100P045, KH100P090, KH100M100",20210316,"The products covered by this recall may have been distributed to a distributor and retail stores in the following states: Illinois, Montana, Michigan, New York, North Carolina, Ohio, Pennsylvania, and Virginia.",MI,Tahina Sesame Paste packaged in 1lb and 2lb plastic jars and 10kg metal containers; UPC CODES 6215000382207,20210324,Class I,{},KAREEM MART INC,F-0341-2021,Telephone,Food,87438,20210901.0,20210225,48135-1545,Voluntary: Firm initiated,Terminated,5
United States,Concord,4500 Corporate Dr NW,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",,20cs/8 lb blocks,SUPC #6545537,20190219,"Product was shipped to GA, NC & SC.",NC,Belgioioso CHEESE GORGONZOLA WHEEL HALF 8#,20190227,Class II,{},Sysco Charlotte,F-0972-2019,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Food,81491,,20181101,28027-9603,Voluntary: Firm initiated,Completed,3
